"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"3069",67642,171325,"GRAHAM COUNTY HOSPITAL","304 WEST PROUT STREET","HILL CITY","KS","GRAHAM",7854212121,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Not Available","Results are not available for this reporting period","304 WEST PROUT STREET
HILL CITY, KS
(39.371776, -99.845075)",31012,"Hill City","KS",39.360338,-99.8456
"3070",67654,171348,"NORTON COUNTY HOSPITAL","102 E HOLME STREET","NORTON","KS","NORTON",7858773351,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","102 E HOLME STREET
NORTON, KS
(39.838529, -99.888743)",31023,"Norton","KS",39.822766,-99.93288
"3071",67661,171353,"PHILLIPS COUNTY HEALTH SYSTEMS","1150 STATE STREET","PHILLIPSBURG","KS","PHILLIPS",7855435226,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1150 STATE STREET
PHILLIPSBURG, KS
(39.755862, -99.313583)",31029,"Phillipsburg","KS",39.799834,-99.32852
"3072",67663,171311,"ROOKS COUNTY HEALTH CENTER","1210 NORTH WASHINGTON","PLAINVILLE","KS","ROOKS",7854344553,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1210 NORTH WASHINGTON
PLAINVILLE, KS
(39.247967, -99.298203)",31030,"Plainville","KS",39.212784,-99.31688
"3073",67665,171350,"RUSSELL REGIONAL HOSPITAL","200 S MAIN STREET","RUSSELL","KS","RUSSELL",7854833131,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","200 S MAIN STREET
RUSSELL, KS
(38.883262, -98.859836)",31032,"Russell","KS",38.866551,-98.8672
"3074",67672,171355,"TREGO COUNTY LEMKE MEMORIAL HOSPITAL","320 THIRTEENTH ST","WA KEENEY","KS","TREGO",7857432182,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","320 THIRTEENTH ST
WA KEENEY, KS
(39.027219, -99.87162)",31038,"Wa Keeney","KS",39.015522,-99.89944
"3075",67701,171362,"CITIZENS MEDICAL CENTER","100 E COLLEGE DRIVE","COLBY","KS","THOMAS",7854627511,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","100 E COLLEGE DRIVE
COLBY, KS
(39.379755, -101.045049)",31042,"Colby","KS",39.394701,-101.04485
"3076",67730,171307,"RAWLINS COUNTY HEALTH CENTER","707 GRANT ST","ATWOOD","KS","RAWLINS",7856263211,"Critical Access Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","707 GRANT ST
ATWOOD, KS
(39.813264, -101.0385)",31043,"Atwood","KS",39.810204,-101.1109
"3077",67735,171370,"GOODLAND REGIONAL MEDICAL CENTER","220 WEST SECOND STREET","GOODLAND","KS","SHERMAN",7858903625,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","220 WEST SECOND STREET
GOODLAND, KS
(39.357589, -101.713491)",31048,"Goodland","KS",39.332837,-101.75422
"3078",67740,171347,"SHERIDAN COUNTY HOSPITAL","826  18TH STREET","HOXIE","KS","SHERIDAN",7856753281,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","826 18TH STREET
HOXIE, KS
(39.354188, -100.432735)",31053,"Hoxie","KS",39.356622,-100.3861
"3079",67748,171326,"LOGAN COUNTY HOSPITAL","211 CHERRY AVENUE","OAKLEY","KS","LOGAN",7856723211,"Critical Access Hospitals","Government - Local",TRUE,TRUE,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","211 CHERRY AVENUE
OAKLEY, KS
(39.126915, -100.862279)",31059,"Oakley","KS",39.11329,-100.83926
